,date,emojs,emojs_count,emoj_avg,emoj_sum
0,2021-01-15,"['🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🐻', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🌈', '🐻', '🚀', '🚀', '🚀', '💎', '👐', '🌕', '🚀', '🌙', '🙏', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '😂', '😂', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '💸', '🍗', '🚀', '💸', '🍗', '🚀', '🍗', '💸', '🍗', '💸', '🚀', '🍗', '🚀', '💸', '🚀', '👨', '🚀', '🍗', '👨', '🚀', '💸', '👨', '🚀', '🍗', '🚀', '👨', '🚀', '💸', '🍗', '👨', '🚀', '💸', '👨', '🚀', '🚀', '🍗', '👨', '🚀', '💸', '👨', '🚀', '🚀', '🍗', '👨', '🚀', '💸', '💎', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🌈', '🐻', '🚀', '🌈', '🐻', '💎', '✋', '📃', '✋', '🚀', '🚀', '🚀', '💎', '✋', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🌌', '🌌', '🌌', '🌌', '🌌', '🌌', '🌌', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🌈', '🐻', '🌈', '🐻', '🚀', '🚀', '🚀', '🌕', '🌈', '🐻', '🚀', '🚀', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🚀', '🚀', '🚀', '🚀', '📈', '💵', '💎', '🙏', '🚀', '🚀', '💎', '🌈', '🐻', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🌈', '🐻', '🌈', '🐻', '🚀', '🚀', '🚀', '🚀', '🚀', '🌕', '🌕', '🌕', '🌕', '🌕', '🌕', '🌕', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🌈', '🌈', '🐻', '🚀', '🌈', '🐻', '➡', '🌈', '🐻', '🌈', '🌈', '🐻', '💎', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🌈', '🐻', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🌈', '🐻', '🌈', '🐻', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '💎', '✋', '🚀', '🚀', '🚀', '🚀', '🚀', '🌕', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀']",702,0.9301994301994302,653.0
1,2021-03-11,"['📄', '🙌', '🙌', '💎', '🙌', '💎', '🙌', '💎', '🙌', '💎', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '😂', '😂', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '💎', '🙌', '😂', '🚀', '🚀', '🚀', '🚀', '🌌', '💎', '🙌', '💎', '🚀', '🍕', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '😂', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '💎', '💎', '💎', '🌝', '🌝', '🌝', '🚀', '🚀', '🚀', '🌜', '🚀', '🚀', '🚀', '🚀', '🚀', '🌙', '💎', '👐', '💎', '✋', '🚀', '💎', '✋', '🚀', '🚀', '🚀', '🚀', '🚀', '🙏', '🌙', '🌔', '🌖', '🌛', '🌜', '🌕', '🚀', '🚀', '💰', '💰', '💰', '😠', '😡', '💰', '💰', '💰', '💰', '🚀', '🚀', '🚀', '🚀', '🚀', '💎', '✊', '🚀', '🚀', '🚀', '🚀', '🚀', '💎', '✊', '🚀', '💎', '✊', '🚀', '💎', '✊', '💎', '✊', '💎', '✊', '💎', '✊', '💎', '✊', '💎', '✊', '💎', '✊', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🍌', '🍌', '💎', '💎', '💎', '✋', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '💎', '🚀', '🚀', '💰', '🚀', '🚀', '💎', '🅱', '📄', '🅱', '📉', '❌', '🔇', '💯', '🚀', '💎', '💎', '💎', '💎', '🚀', '🚀', '🚀', '🚀', '🚀', '🌕', '🌖', '🌗', '🌘', '🌑', '🌒', '🌓', '🌕', '💎', '💎', '💎', '🙌', '💎', '🙌', '🍌', '🍌', '🍌', '🍌', '🍌', '🍌', '🍌', '🍌', '🚀', '🚀', '🚀', '💵', '💎', '🙌', '🚀', '💵', '💵', '💵', '💎', '🙌', '🚀', '🚀', '🚀', '🚀', '💎', '💎', '💎', '👋', '👋', '👋', '✋', '💎', '🚀', '🐟', '🔥', '🔥', '🌝', '💎', '🙌', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '💎', '💎', '💎', '👋', '👋', '👋', '📈', '📉', '🚀', '🌝', '📉', '🚀', '🌝', '📉', '📈', '📉', '🌈', '🐻', '📈', '🚀', '🌝', '📈', '🚀', '🌝', '📉', '📈', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '📈', '📉', '🚀', '🌝', '📉', '🚀', '🌝', '📉', '📈', '📉', '🌈', '🐻', '📈', '🚀', '🌝', '📈', '🚀', '🌝', '📉', '📈', '📈', '📉', '🚀', '🌝', '📉', '🚀', '🌝', '📉', '📈', '📉', '🌈', '🐻', '📈', '🚀', '🌝', '📈', '🚀', '🌝', '📉', '📈', '💎', '🙌', '🚀', '💎', '🙌', '💎', '🙌', '💎', '🚀', '🌙', '💎', '🙌', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🙌', '💎', '🙌', '💎', '🙈', '🙉', '🙊', '😁', '💎', '👋', '🐳', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐳', '🐋', '🐳', '🐋', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🐳', '🐋', '🚀', '🚀', '🚀', '💎', '💎', '🙌', '💰', '🚀', '🌚', '✨', '🙏', '☝', '🚀', '✨', '🙏', '☝', '🚀', '🚀', '🚀', '🚀', '💎', '🚀', '🚀', '💎', '💎', '🚀', '🚀', '💎', '🙌', '💎', '🙌', '💎', '🙌', '🚀', '🚀', '🌙', '🌙', '🚀', '🚀', '🚀', '💎', '💎', '💎', '❤', '🌝', '🚀', '🚀', '🚀', '💎', '👐', '🚀', '🚀', '🚀', '💎', '🙌', '💎', '👐', '🚀', '🚀', '🚀', '🚀', '💎', '🙌', '🚀', '🚀', '😤', '♂', '👇', '💎', '🙌', '💎', '🙌', '🚀', '🌕', '💎', '🙌', '🚀', '🌕', '💎', '🙌', '💰', '🚀', '🌙', '💎', '🙌', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '💎', '🙌', '🚀', '🚀', '🚀', '🚀', '💎', '🙌', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '🚀', '💎', '💎', '🚀', '🚀', '🚀', '🚀', '🚀']",784,0.9107142857142857,714.0
