,date,likes,comments_num,posts_num,Adj Close,Volume,comments_lm_pos,comments_lm_neg,comments_lm_pol,comments_lm_subj,comments_hiv4_pos,comments_hiv4_neg,comments_hiv4_pol,comments_hiv4_subj,comments_vader_neg,comments_vader_compound,comments_vader_pos,comments_vader_neu,emojs,emojs_count,emoj_avg,emoj_sum
0,2020-03-09,1,0,1,3.7,2732000.0,4470,12042,-0.4585755813675766,0.0737989568385433,41643,30738,0.1506610850893099,0.3235006234817469,0.154,1.0,0.169,0.676,0,0.0,0.0,0.0
1,2020-03-10,5,0,5,4.23,4863200.0,2980,8028,-0.4585755813536904,0.0738138025368545,27762,20488,0.1507564766808133,0.3235388783069794,0.154,1.0,0.169,0.676,0,0.0,0.0,0.0
2,2020-03-11,1,65,1,4.14,4414100.0,5945,16611,-0.472867529682884,0.0838030131333848,50080,38425,0.1316874752823943,0.3288253980036453,0.141,1.0,0.169,0.69,0,0.0,0.0,0.0
3,2020-03-12,1,0,1,3.98,5123400.0,1491,4020,-0.4589003809727998,0.0738581537461957,13892,10248,0.1509527754701345,0.3235231049597469,0.154,0.9999,0.169,0.676,0,0.0,0.0,0.0
4,2020-03-13,2,47,2,4.59,5787200.0,5712,15618,-0.4644163150274535,0.0839929119902185,47438,36474,0.1306606921521277,0.3304272494572536,0.143,1.0,0.164,0.692,0,0.0,0.0,0.0
5,2020-03-16,3,28,3,4.37,4866700.0,5493,15475,-0.4760587561772196,0.0843460246582419,46450,36115,0.1251741052488927,0.3321265512165082,0.143,1.0,0.164,0.693,0,0.0,0.0,0.0
6,2020-03-18,4,1,4,3.77,3651700.0,5647,15305,-0.4609583810394732,0.0843033665816968,46454,35707,0.1308041528203064,0.3305865264279684,0.145,1.0,0.161,0.695,0,0.0,0.0,0.0
7,2020-03-19,1,7,1,4.19,5039500.0,5490,15355,-0.4732549771900573,0.0846655618914206,46082,35556,0.1289350547523342,0.3315868141852626,0.143,1.0,0.163,0.695,0,0.0,0.0,0.0
8,2020-03-20,55,359,11,3.76,7722200.0,5607,15586,-0.4708630207865397,0.0840095295098327,47129,36336,0.1293116875321474,0.3308571405906756,0.15,-1.0,0.156,0.694,0,0.0,0.0,0.0
9,2020-03-21,5,106,5,3.76,7722200.0,5691,16027,-0.4759185928503583,0.0841388341123576,48159,37043,0.1304664209745021,0.3300855025343537,0.147,1.0,0.157,0.695,0,0.0,0.0,0.0
10,2020-03-22,7,70,7,3.76,7722200.0,5461,15360,-0.4754334565834766,0.0844905246922676,46231,35762,0.1276816313572173,0.3327232885592958,0.145,1.0,0.162,0.693,0,0.0,0.0,0.0
11,2020-03-24,1,81,1,4.16,6805600.0,5767,16056,-0.4714750492383506,0.0836104640467586,48676,37541,0.1291508635172976,0.3303232084827656,0.148,1.0,0.161,0.691,0,0.0,0.0,0.0
12,2020-03-25,3,135,3,4.17,3592100.0,8319,21237,-0.4370686154947534,0.0735963505610773,71292,52464,0.1521380781525571,0.308160439844251,0.156,1.0,0.199,0.645,0,0.0,0.0,0.0
13,2020-03-26,35,131,4,4.41,6185700.0,6290,16572,-0.449741929820237,0.081808064867899,52249,39158,0.143216602665625,0.3270855474315478,0.146,1.0,0.166,0.688,0,0.0,0.0,0.0
14,2020-03-27,9,91,6,4.22,7024800.0,5643,15254,-0.4599224768885523,0.08431853579378,46308,35622,0.1304284144985911,0.3305841813458581,0.146,1.0,0.16,0.694,"['🌈', '🐻']",2.0,0.0,0.0
15,2020-03-28,2,0,2,4.22,7024800.0,1493,4020,-0.4583711227175093,0.0738770368772261,13909,10246,0.1516456220181475,0.3236894296697619,0.142,1.0,0.18,0.678,0,0.0,0.0,0.0
16,2020-03-29,1,0,1,4.22,7024800.0,1492,4020,-0.458635703835516,0.0738725457337817,13906,10244,0.1516356107597666,0.3236614621681477,0.142,1.0,0.18,0.678,0,0.0,0.0,0.0
17,2020-03-30,1,0,1,3.65,3350600.0,1492,4022,-0.4588320637542923,0.073879547128373,13912,10250,0.1515603012932886,0.3237355128247641,0.142,1.0,0.18,0.678,0,0.0,0.0,0.0
18,2020-03-31,1,1,1,3.5,2300900.0,5796,16447,-0.4788472777737334,0.0843448419692306,49068,37637,0.1318378409534417,0.3287829664587574,0.142,1.0,0.164,0.694,0,0.0,0.0,0.0
19,2020-04-01,1,2,1,3.25,4568700.0,2985,8038,-0.4584051528206109,0.0738866396756181,27793,20492,0.1512063787894541,0.3236520363546421,0.154,1.0,0.169,0.676,0,0.0,0.0,0.0
20,2020-04-02,1,0,1,2.85,4064300.0,1492,4022,-0.4588320637542923,0.073879547128373,13912,10250,0.1515603012932886,0.3237355128247641,0.154,0.9999,0.169,0.676,0,0.0,0.0,0.0
21,2020-04-03,2,0,2,2.8,3830400.0,1492,4022,-0.4588320637542923,0.0738864769245606,13910,10251,0.151442407178865,0.3237524789579816,0.154,0.9999,0.169,0.676,0,0.0,0.0,0.0
22,2020-04-04,2,0,2,2.8,3830400.0,1492,4022,-0.4588320637542923,0.073879547128373,13910,10249,0.1515377292043736,0.3236953172060871,0.154,0.9999,0.169,0.676,0,0.0,0.0,0.0
23,2020-04-06,28,46,1,3.09,3340500.0,5471,15347,-0.4743971562842541,0.0844639553373833,46241,35864,0.1263869435463566,0.3331210036014917,0.145,1.0,0.162,0.693,0,0.0,0.0,0.0
24,2020-04-07,1,0,1,3.27,2836900.0,1492,4014,-0.4580457681696248,0.0739020723709612,13879,10228,0.151449786362822,0.3235665199140507,0.154,0.9999,0.169,0.676,0,0.0,0.0,0.0
25,2020-04-09,10,49,4,3.89,5908600.0,5436,15423,-0.4787861354581338,0.0846282426825735,46167,35912,0.1249406060000129,0.3330074083677529,0.148,1.0,0.16,0.692,0,0.0,0.0,0.0
26,2020-04-13,44,167,2,4.74,6844500.0,5635,15253,-0.4604557640530229,0.0843203268176249,46278,35610,0.1302754982399097,0.3305641000785939,0.146,1.0,0.159,0.695,0,0.0,0.0,0.0
27,2020-04-14,107,179,7,5.95,13506600.0,5472,15367,-0.4748308459870996,0.084567342615283,46211,35822,0.1266441553993314,0.3329004662776291,0.145,1.0,0.162,0.693,0,0.0,0.0,0.0
28,2020-04-15,41,104,7,5.27,7499900.0,5476,15268,-0.4720401079602757,0.0840062526825629,45991,35676,0.1263056069143435,0.330723999123933,0.146,1.0,0.161,0.694,0,0.0,0.0,0.0
29,2020-04-16,1,0,1,5.03,3371900.0,1492,4014,-0.4580457681696248,0.0739030643051433,13875,10230,0.1512134411884997,0.323544018357334,0.154,0.9999,0.169,0.676,0,0.0,0.0,0.0
30,2020-04-17,2,10,2,4.88,5653200.0,5519,15283,-0.4693779444058563,0.0838320457482143,46309,35709,0.1292399229421683,0.3305324838081457,0.147,1.0,0.159,0.694,0,0.0,0.0,0.0
31,2020-04-18,14,66,2,4.88,5653200.0,5508,15335,-0.4714772345405423,0.0841525995127435,46189,35821,0.1264236068756685,0.3311113892453151,0.15,-1.0,0.157,0.694,0,0.0,0.0,0.0
32,2020-04-20,1,242,1,5.61,6085000.0,6513,17458,-0.4565933836528891,0.078808680757351,54617,41644,0.1347690134100542,0.3164741737258924,0.167,1.0,0.205,0.628,0,0.0,0.0,0.0
33,2020-04-21,4,15,1,4.78,4142100.0,5501,15236,-0.4694507402001519,0.0837784116155987,46155,35592,0.1292157510351546,0.3302615525071296,0.146,1.0,0.159,0.695,0,0.0,0.0,0.0
34,2020-04-22,3,84,6,4.89,2677800.0,5504,15320,-0.4713791778490501,0.0840022912646168,46174,35870,0.1255911462126957,0.330958700754621,0.147,1.0,0.16,0.693,0,0.0,0.0,0.0
35,2020-04-23,3,46,3,4.7,2265900.0,5528,15290,-0.4689211259261734,0.0840998792106128,46109,35680,0.1275110344896317,0.3304085416830059,0.15,-1.0,0.155,0.694,0,0.0,0.0,0.0
36,2020-04-27,4,41,4,5.82,7275100.0,5527,15457,-0.4732176896457674,0.0844871944562949,46550,36070,0.1268458000468791,0.3326502099685039,0.144,1.0,0.163,0.693,0,0.0,0.0,0.0
37,2020-04-28,3,36,2,5.64,5200200.0,5544,15542,-0.4741534667327063,0.0841340015318399,46946,36195,0.1293104485136177,0.331735986975183,0.143,1.0,0.165,0.693,0,0.0,0.0,0.0
38,2020-04-29,2,18,2,6.04,3369600.0,5445,15357,-0.4764926449150806,0.0846800784840276,46076,35814,0.125314446206798,0.3333550440850409,0.144,1.0,0.163,0.693,0,0.0,0.0,0.0
39,2020-04-30,3,123,3,5.73,2173300.0,5437,15395,-0.4780145929110016,0.0846117291543919,46136,35867,0.1252271258353325,0.333065266217723,0.146,1.0,0.162,0.692,0,0.0,0.0,0.0
40,2020-05-03,1,35,1,5.73,2173300.0,5633,15262,-0.4608279492481059,0.0842292389736721,46342,35650,0.1304029661414479,0.3305156143541194,0.146,1.0,0.159,0.695,0,0.0,0.0,0.0
41,2020-05-09,1,14,1,5.73,2173300.0,5585,15543,-0.4713176826736407,0.0841991160842939,46999,36335,0.1279669762626543,0.332101909303699,0.147,1.0,0.161,0.692,0,0.0,0.0,0.0
42,2020-05-19,1,0,1,4.44,1840700.0,1491,4018,-0.45870393892563,0.0737759802861343,13900,10247,0.1512817327141557,0.3233742232654358,0.154,0.9999,0.169,0.677,0,0.0,0.0,0.0
43,2020-05-31,10,242,2,4.44,1840700.0,2986,8036,-0.458174559929398,0.0738358889844126,27820,20486,0.1518237900022394,0.3235997507966827,0.154,1.0,0.17,0.677,0,0.0,0.0,0.0
44,2020-06-01,0,9,1,4.13,2611600.0,5776,15761,-0.463620745671931,0.0835162363595052,48229,37030,0.1313527017660147,0.3306175788538354,0.145,1.0,0.165,0.69,0,0.0,0.0,0.0
45,2020-06-02,1,0,1,4.18,2369400.0,1489,4015,-0.4589389534049892,0.0737999463653285,13882,10239,0.1510302226213245,0.3234245105883156,0.154,0.9999,0.169,0.677,0,0.0,0.0,0.0
46,2020-06-04,2,126,1,4.47,3514300.0,5665,15461,-0.4636940262963318,0.0842049041800157,46790,35983,0.1305618982019431,0.3299201237192296,0.146,1.0,0.161,0.693,0,0.0,0.0,0.0
47,2020-06-05,2,2,2,4.14,6274400.0,5541,15626,-0.4764491897540299,0.0843071653320416,46885,36372,0.1262716648434813,0.3316087146997586,0.145,1.0,0.163,0.692,0,0.0,0.0,0.0
48,2020-06-06,1,0,1,4.14,6274400.0,1489,4016,-0.4590372387903656,0.0738163240667522,13882,10241,0.1509347925154029,0.3234643388668964,0.154,0.9999,0.169,0.677,0,0.0,0.0,0.0
49,2020-06-07,1,0,1,4.14,6274400.0,1489,4017,-0.4591354884745485,0.0738465665226147,13881,10239,0.1509950248693617,0.3234978540729145,0.154,0.9999,0.169,0.677,0,0.0,0.0,0.0
50,2020-06-08,13,24,2,5.01,10133700.0,5611,15723,-0.4739851879406588,0.0836834198249619,47531,36575,0.1302641904248179,0.3299089578981085,0.146,1.0,0.161,0.693,0,0.0,0.0,0.0
51,2020-06-09,8,6,7,4.96,8073400.0,5545,15233,-0.4662623928931436,0.0844328677832636,45904,35471,0.1282089093686241,0.33067304918005,0.146,1.0,0.16,0.694,0,0.0,0.0,0.0
52,2020-06-10,10,5,10,5.07,10606400.0,5442,15425,-0.4784108879820573,0.0845266112793241,46209,35941,0.1249908703575777,0.3327675811854353,0.143,1.0,0.164,0.694,0,0.0,0.0,0.0
53,2020-06-11,4,4,4,4.37,6236000.0,5626,15236,-0.4606461508742859,0.084333501768229,46223,35586,0.130022369175396,0.3307084386040194,0.146,1.0,0.16,0.694,0,0.0,0.0,0.0
54,2020-06-12,8,23,1,4.72,4378200.0,5689,15457,-0.4619313345095086,0.0836021760442024,47546,36495,0.1314953415579123,0.3322619160565033,0.143,1.0,0.166,0.691,0,0.0,0.0,0.0
55,2020-06-17,8,47,1,4.76,3593500.0,5626,15433,-0.4656916282603309,0.0848127265401336,46584,35818,0.130652168635098,0.3318646798214584,0.146,1.0,0.16,0.694,0,0.0,0.0,0.0
56,2020-06-18,5,45,1,4.95,3423800.0,5529,15333,-0.4699453551687304,0.0842861413896414,46359,35807,0.1284229486633349,0.3319650605608896,0.145,1.0,0.161,0.693,0,0.0,0.0,0.0
57,2020-06-19,1,31,1,4.88,7366600.0,6769,18223,-0.4583066581122637,0.0835497965744197,56142,42177,0.1420376529445779,0.3286864776488625,0.149,1.0,0.164,0.687,0,0.0,0.0,0.0
58,2020-06-22,1,21,1,4.87,3178900.0,3017,8097,-0.4570811588575597,0.0734188587504563,28099,20650,0.1528031344201357,0.322034905994781,0.154,1.0,0.17,0.676,0,0.0,0.0,0.0
59,2020-07-01,1,66,1,4.44,2303700.0,5788,15767,-0.4629552307834398,0.0841075546569008,47828,36645,0.1323854959557209,0.3296134291130775,0.142,1.0,0.165,0.693,0,0.0,0.0,0.0
60,2020-07-03,1,6,1,4.44,2303700.0,5582,15542,-0.4715016095213263,0.0840722757299845,46821,36242,0.1273611596002147,0.3305858473281438,0.148,1.0,0.16,0.692,0,0.0,0.0,0.0
61,2020-07-15,6,16,2,4.19,1474100.0,5577,15402,-0.4683254683031447,0.0839546191244614,46725,36140,0.1277378869229742,0.3316125417678868,0.149,1.0,0.159,0.692,0,0.0,0.0,0.0
62,2020-07-21,1,27,1,4.01,3337900.0,5599,15670,-0.4735060416346087,0.084307453255783,47174,36511,0.1274182947944384,0.3317160762476,0.145,1.0,0.162,0.692,0,0.0,0.0,0.0
63,2020-07-30,2,7,2,4.1,2398500.0,5616,15693,-0.4728987751432306,0.0841285320043581,47198,36552,0.1271164179089299,0.3306473581756531,0.148,1.0,0.161,0.691,0,0.0,0.0,0.0
64,2020-08-01,1,60,1,4.1,2398500.0,19983,53138,-0.4534265122132708,0.0737476336429907,186614,124811,0.198452275828214,0.3140938554897826,0.136,1.0,0.217,0.647,0,0.0,0.0,0.0
65,2020-08-04,3,3,3,4.43,10361400.0,2989,8058,-0.4588576083589338,0.0740073290497423,27837,20494,0.1519314725507038,0.3237845768356203,0.156,-0.9971,0.168,0.677,0,0.0,0.0,0.0
66,2020-08-05,1,2,1,4.63,4919300.0,5472,15407,-0.4758369653491145,0.0843439199175735,46357,36034,0.1252928111064886,0.3328310697796254,0.146,1.0,0.161,0.693,0,0.0,0.0,0.0
67,2020-08-12,1,2,1,4.52,3057600.0,5531,15654,-0.4778380929677678,0.084306999251507,46857,36173,0.1286763820290416,0.3304229477390903,0.139,1.0,0.166,0.695,0,0.0,0.0,0.0
68,2020-08-21,2,2,2,5.03,10642600.0,2983,8034,-0.4584732685432991,0.0738840603031688,27773,20477,0.1512124352300266,0.3235822737249612,0.154,1.0,0.17,0.676,0,0.0,0.0,0.0
69,2020-08-24,1,2,1,4.87,4585400.0,5475,15247,-0.4715761026700329,0.0840597935213514,45950,35646,0.1262807000327677,0.3309981137037056,0.147,1.0,0.159,0.694,0,0.0,0.0,0.0
70,2020-08-28,2,2,2,5.39,4236900.0,5555,15486,-0.4719832707346617,0.0839176178735874,46867,36031,0.1307148543978055,0.3306212958739914,0.177,1.0,0.19,0.632,0,0.0,0.0,0.0
71,2020-08-29,1,21,1,5.39,4236900.0,5487,15448,-0.4758060663732598,0.0843891211193122,46487,36071,0.12616584703934,0.332791834791888,0.145,1.0,0.164,0.692,0,0.0,0.0,0.0
72,2020-08-31,5,128,5,6.68,37976000.0,5679,15692,-0.4685321229484567,0.0837218230677354,47584,36626,0.1301270632926003,0.3298963417965467,0.137,1.0,0.168,0.695,0,0.0,0.0,0.0
73,2020-09-01,5,136,5,7.65,23158600.0,5472,15286,-0.4727815781639473,0.0842010473409448,45972,35744,0.1251652063228111,0.3314660749837484,0.147,1.0,0.16,0.693,0,0.0,0.0,0.0
74,2020-09-02,5,7,5,7.71,13011100.0,3101,8343,-0.4580566235181705,0.0741672067396359,28832,21061,0.1557533120847463,0.3233506156816373,0.153,1.0,0.171,0.676,0,0.0,0.0,0.0
75,2020-09-03,6,54,6,7.82,14344500.0,5442,15367,-0.4769570858533828,0.0846579143287266,46113,35883,0.1247621835196258,0.3335869260078942,0.146,1.0,0.162,0.692,0,0.0,0.0,0.0
76,2020-09-04,6,21,6,7.65,7662000.0,7184,18507,-0.4407380016176584,0.0811024964325095,59433,43638,0.1532438804304485,0.3253791370439136,0.149,1.0,0.165,0.686,0,0.0,0.0,0.0
77,2020-09-05,1,2,1,7.65,7662000.0,5640,15530,-0.4671705243048101,0.0847057505478277,46779,35986,0.1304053645849042,0.3311606728432197,0.147,0.9999,0.158,0.695,0,0.0,0.0,0.0
78,2020-09-08,6,28,6,7.7,9816600.0,5448,15477,-0.479283154098959,0.0847368399735777,46206,36014,0.123960107028412,0.3329540254541248,0.144,1.0,0.163,0.693,0,0.0,0.0,0.0
79,2020-09-09,6,237,6,7.35,9068100.0,5446,15276,-0.4743750602994703,0.0844431042067334,46064,35760,0.1259288228377257,0.3334365678318577,0.145,1.0,0.162,0.692,"['🌈', '🐻', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈', '🐻', '🌈']",50.0,0.0,0.0
80,2020-09-10,2,35,2,6.23,15558300.0,3972,11367,-0.4821044396321726,0.0890595878833379,32199,25757,0.1111532886998558,0.3364976514353434,0.148,-1.0,0.151,0.701,0,0.0,0.0,0.0
81,2020-09-13,0,9,1,6.23,15558300.0,5612,15677,-0.4727793696052995,0.0838162805710175,47362,36808,0.1253890934997577,0.3313831713872211,0.137,1.0,0.17,0.693,0,0.0,0.0,0.0
82,2020-09-14,1,1,1,6.91,10119000.0,8053,21929,-0.4628110199298642,0.0803755254351452,68337,50900,0.1462381643269602,0.319649674014756,0.151,1.0,0.173,0.676,0,0.0,0.0,0.0
83,2020-09-15,3,28,3,7.09,5743500.0,5475,15289,-0.4726449624122209,0.0843437605355189,46100,35664,0.1276356342629074,0.3321269137173073,0.138,1.0,0.168,0.694,0,0.0,0.0,0.0
84,2020-09-16,5,221,5,8.68,19256300.0,5569,15219,-0.4642101212014523,0.0843343678367336,45994,35535,0.1282856406906955,0.3307531592919501,0.146,1.0,0.16,0.694,0,0.0,0.0,0.0
85,2020-09-17,10,128,10,9.2,17026700.0,3983,11298,-0.4786990379897455,0.0888724751802116,32172,25513,0.1154372887212371,0.3354890864976446,0.142,1.0,0.156,0.701,0,0.0,0.0,0.0
86,2020-09-18,8,51,5,9.47,17407500.0,5885,16391,-0.4716286586249044,0.0837679796932076,49999,38504,0.1298826028481533,0.3328118830484805,0.149,1.0,0.166,0.686,0,0.0,0.0,0.0
87,2020-09-19,3,306,3,9.47,17407500.0,5441,15212,-0.4731031811130052,0.0844696566895793,45960,35576,0.1273547880675118,0.3334778447606421,0.145,1.0,0.163,0.692,0,0.0,0.0,0.0
88,2020-09-20,1,83,1,9.47,17407500.0,5526,15534,-0.4752136751911104,0.0844358912674026,46643,36316,0.1244831784360409,0.3326076497460805,0.147,1.0,0.161,0.693,0,0.0,0.0,0.0
89,2020-09-21,1,0,1,8.75,7639800.0,1493,4018,-0.4581745598878289,0.0740397404367143,13874,10235,0.1509394831742942,0.3239020326961979,0.154,0.9999,0.17,0.676,0,0.0,0.0,0.0
90,2020-09-22,10,413,10,10.56,34752500.0,5751,16273,-0.4777515437487399,0.0841323564238242,48655,37522,0.1291876022589648,0.329198786756988,0.146,1.0,0.163,0.692,['😊'],1.0,1.0,1.0
91,2020-09-23,5,110,5,10.04,10651200.0,23997,60732,-0.4335587579172,0.0724066235793269,221540,144844,0.2093322852520597,0.3130997459369063,0.15,1.0,0.215,0.635,0,0.0,0.0,0.0
92,2020-09-24,3,150,3,9.14,7938800.0,5570,15287,-0.4658867526266536,0.0847081089419925,46236,35551,0.1306442344121847,0.3321677185615738,0.145,1.0,0.161,0.694,0,0.0,0.0,0.0
93,2020-09-25,8,209,8,10.02,7515200.0,5821,15974,-0.4658407891504546,0.0839195573572215,48214,37031,0.1311865798565172,0.3282276974955885,0.145,1.0,0.163,0.692,0,0.0,0.0,0.0
94,2020-09-27,1,0,1,10.02,7515200.0,1490,4012,-0.4583787712725592,0.0740282281383417,13860,10216,0.1513540455162255,0.3239374083349174,0.154,0.9999,0.17,0.676,0,0.0,0.0,0.0
95,2020-09-28,1,0,1,10.09,6764300.0,1490,4012,-0.4583787712725592,0.0740312163606831,13859,10214,0.1514144477152239,0.3239101184025308,0.154,0.9999,0.17,0.676,0,0.0,0.0,0.0
96,2020-09-29,2,187,2,10.35,5237600.0,5507,15324,-0.4712687820809721,0.084036630627384,46178,35926,0.1248660235783291,0.3312247861855283,0.15,0.9994,0.158,0.693,0,0.0,0.0,0.0
97,2020-09-30,1,338,1,10.2,6079000.0,5604,15700,-0.4739016146979956,0.0839953791498582,47265,36559,0.1277199847283866,0.3304932717732688,0.138,1.0,0.169,0.693,0,0.0,0.0,0.0
98,2020-10-01,2,46,2,9.77,4554100.0,8686,22513,-0.4431872816294372,0.0781097828125978,72730,53695,0.1505635752410475,0.3165174938966852,0.168,1.0,0.212,0.62,0,0.0,0.0,0.0
99,2020-10-02,2,134,2,9.39,4340500.0,5468,15194,-0.4707191946340761,0.0844681190284879,45900,35493,0.1278611182764137,0.3327419229544924,0.144,1.0,0.163,0.693,0,0.0,0.0,0.0
100,2020-10-03,1,91,1,9.39,4340500.0,5500,15380,-0.4731800766056906,0.0844598694266418,46252,35721,0.1284691300778492,0.3315818427447371,0.14,1.0,0.166,0.694,0,0.0,0.0,0.0
101,2020-10-04,1,0,1,9.39,4340500.0,1491,4012,-0.4581137560497703,0.0740566291641,13855,10211,0.1514169367509591,0.3238682241437817,0.154,0.9999,0.17,0.676,0,0.0,0.0,0.0
102,2020-10-05,2,55,2,9.46,2805000.0,5778,16044,-0.4704426725107486,0.0836261769628176,48631,37441,0.1300074356337716,0.3298447577464778,0.177,0.9995,0.187,0.635,"['🌈', '🐻']",2.0,0.0,0.0
103,2020-10-06,0,3,1,9.13,4535400.0,5662,15305,-0.4599131969065716,0.0844286059431246,46449,35653,0.1314949696702699,0.3306032052817484,0.146,1.0,0.16,0.694,0,0.0,0.0,0.0
104,2020-10-07,1,2,1,9.36,3308600.0,5761,15927,-0.4687384728666203,0.0843136492629774,47852,36820,0.1302910052894665,0.329168448468961,0.144,1.0,0.163,0.693,0,0.0,0.0,0.0
105,2020-10-08,25,910,25,13.49,76453600.0,5693,15629,-0.4659975611825346,0.083373412944802,47644,36711,0.1296070179582762,0.3298454295543935,0.148,1.0,0.158,0.693,0,0.0,0.0,0.0
106,2020-10-09,55,1742,53,12.02,77152800.0,4051,11515,-0.4795066169549334,0.0890595141371018,32634,25964,0.1138264104557523,0.3352633566366372,0.143,1.0,0.156,0.701,"['🌈', '🐻', '😎']",3.0,0.3333333333333333,1.0
107,2020-10-10,16,2996,16,12.02,77152800.0,5438,15285,-0.4751725136092664,0.0844279125854161,46016,35513,0.1288253259560546,0.3321586297918446,0.145,1.0,0.162,0.694,0,0.0,0.0,0.0
108,2020-10-11,11,472,11,12.02,77152800.0,5462,15130,-0.4695027194799192,0.0843612885249295,45890,35388,0.1292108565647627,0.3329796430035561,0.143,1.0,0.164,0.693,"['😴', '💀']",2.0,-0.5,-1.0
109,2020-10-12,11,233,11,11.8,23655700.0,7265,19320,-0.4534511942654334,0.0817094910250746,60594,45227,0.145216922915629,0.3252428079655605,0.173,1.0,0.2,0.627,0,0.0,0.0,0.0
110,2020-10-13,10,529,10,11.88,10179700.0,7921,20526,-0.4431047210446407,0.0760198287033149,68062,50440,0.1487063509464084,0.3166766879108599,0.164,1.0,0.204,0.631,0,0.0,0.0,0.0
111,2020-10-14,11,396,11,12.25,10761400.0,5776,15659,-0.4610683461413077,0.0844170165168108,47563,36505,0.1315363753136564,0.3310832630993821,0.146,1.0,0.162,0.692,0,0.0,0.0,0.0
112,2020-10-15,23,1104,24,13.83,39894800.0,11994,32071,-0.4556223760250624,0.0789126829773551,99976,75334,0.1405624322620468,0.3139494486045645,0.187,1.0,0.22,0.593,0,0.0,0.0,0.0
113,2020-10-16,19,123,19,13.31,11651600.0,5560,15715,-0.4773207990374937,0.0838760802368484,47026,36445,0.1267625882027679,0.3290820349447695,0.144,1.0,0.163,0.694,0,0.0,0.0,0.0
114,2020-10-17,10,550,10,13.31,11651600.0,5506,15411,-0.4735382702838103,0.0845261090588271,46297,35750,0.1285482711113319,0.3315539355524017,0.145,1.0,0.161,0.694,0,0.0,0.0,0.0
115,2020-10-18,3,269,3,13.31,11651600.0,5561,15810,-0.4795751251471819,0.0846078016062274,47136,36657,0.1250581790826792,0.3317365364274305,0.149,0.9998,0.159,0.692,0,0.0,0.0,0.0
116,2020-10-19,7,69,7,13.91,13169100.0,5434,15298,-0.4757862241715326,0.0843968426491278,46029,35532,0.128701217492077,0.3320225199356316,0.144,1.0,0.162,0.694,0,0.0,0.0,0.0
117,2020-10-20,4,158,4,13.86,6604000.0,3973,11383,-0.4825475383900399,0.0890048107570335,32224,25750,0.1116707489545025,0.3360227206843098,0.145,0.9999,0.154,0.701,0,0.0,0.0,0.0
118,2020-10-21,8,53,8,14.1,5361900.0,5795,15755,-0.4621809744565113,0.0831747673612055,48415,37142,0.1317601131394069,0.3302173350868984,0.146,1.0,0.163,0.691,0,0.0,0.0,0.0
119,2020-10-22,9,401,9,14.91,16212200.0,5484,15267,-0.4714471591503326,0.0841811897572283,45938,35861,0.1231922150622478,0.3318364002193399,0.147,1.0,0.161,0.692,0,0.0,0.0,0.0
120,2020-10-23,9,194,9,15.0,6507300.0,5479,15451,-0.4764452938138344,0.0845178484894018,46379,36045,0.1253761040458437,0.3328379906302179,0.146,1.0,0.161,0.693,0,0.0,0.0,0.0
121,2020-10-24,5,193,5,15.0,6507300.0,5468,15201,-0.4708984469267551,0.0843326301870572,46059,35548,0.1288002254692759,0.3329688398894566,0.143,1.0,0.164,0.693,0,0.0,0.0,0.0
122,2020-10-25,9,207,9,15.0,6507300.0,5606,15518,-0.4692293126079706,0.0846517592366568,46751,35888,0.131451251828659,0.3311653442320623,0.146,1.0,0.159,0.695,0,0.0,0.0,0.0
123,2020-10-26,11,699,11,13.45,13376300.0,5442,15358,-0.4767307692078494,0.0845095601436479,46146,35766,0.1267213595062174,0.3328051485810812,0.145,1.0,0.162,0.693,"['🚀', '🚀']",2.0,1.0,2.0
124,2020-10-27,23,675,23,12.69,7231000.0,5526,15287,-0.4689857300500175,0.0843840970456265,46159,35589,0.1292997993818894,0.3314385799877904,0.147,1.0,0.158,0.694,0,0.0,0.0,0.0
125,2020-10-28,18,637,19,11.82,6388600.0,5503,15498,-0.4759297176098314,0.0842669127674975,46527,35963,0.1280640077569637,0.3309926972139836,0.148,0.9999,0.157,0.695,"['🍞', '🍞', '🍞', '🚀', '🚀', '🚀']",6.0,1.0,6.0
126,2020-10-29,17,329,17,11.73,4165800.0,6382,17761,-0.4713167377512605,0.0832703881901692,53475,40846,0.1338938306407492,0.3253177436310713,0.168,1.0,0.188,0.643,"['🌈', '🐻', '🔪', '🌈', '🐻']",5.0,-0.2,-1.0
127,2020-10-30,12,725,12,10.47,11546900.0,5550,15357,-0.469077342494424,0.0847744902051959,46237,35608,0.1298674323400346,0.3318681853371724,0.143,1.0,0.163,0.694,"['❤', '😃', '🔫', '🔪', '👋', '🐮', '🐻']",7.0,0.1428571428571428,1.0
128,2020-10-31,3,240,3,10.47,11546900.0,5494,15275,-0.4709422697062476,0.0841766944563748,46051,35753,0.1258862647287921,0.3315513656559915,0.15,-1.0,0.156,0.694,0,0.0,0.0,0.0
